iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
SGP,Asia,Singapore,07-05-2020,44800,136,191.571,26,0,0,7657.671,23.247,32.745,4.444,0,0,0.87,,,,,,,,,,,,,14804,2.53,0.013,77.3,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,07-06-2020,44983,183,188.857,26,0,0,7688.951,31.28,32.281,4.444,0,0,0.89,,,,,,,,,866414,,148.096,,15524,2.654,0.012,82.2,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,07-07-2020,45140,157,176.143,26,0,0,7715.787,26.836,30.108,4.444,0,0,0.9,,,,,,,,,,,,,16227,2.774,0.011,92.1,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,07-08-2020,45298,158,168,26,0,0,7742.794,27.007,28.716,4.444,0,0,0.92,,,,,,,,,,,,,16930,2.894,0.01,100.8,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,07-09-2020,45423,125,159,26,0,0,7764.16,21.366,27.178,4.444,0,0,0.96,,,,,,,,,,,,,17633,3.014,0.009,110.9,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,07-10-2020,45614,191,162.143,26,0,0,7796.808,32.648,27.715,4.444,0,0,1.02,,,,,,,,,,,,,18336,3.134,0.009,113.1,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,07-11-2020,45783,169,159.857,26,0,0,7825.695,28.887,27.324,4.444,0,0,1.07,,,,,,,,,,,,,19039,3.254,0.008,119.1,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,07-12-2020,45961,178,165.857,26,0,0,7856.121,30.426,28.35,4.444,0,0,1.13,,,,,,,,,,,,,19742,3.375,0.008,119,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,07-13-2020,46283,322,185.714,26,0,0,7911.16,55.04,31.744,4.444,0,0,1.21,,,,,,,,,1009532,,172.559,,20445,3.495,0.009,110.1,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,07-14-2020,46630,347,212.857,27,1,0.143,7970.473,59.313,36.384,4.615,0.171,0.024,1.23,,,,,,,,,,,,,20801,3.556,0.01,97.7,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,07-15-2020,46878,248,225.714,27,0,0.143,8012.864,42.391,38.581,4.615,0,0.024,1.21,,,,,,,,,,,,,21156,3.616,0.011,93.7,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,07-16-2020,47126,248,243.286,27,0,0.143,8055.254,42.391,41.585,4.615,0,0.024,1.19,,,,,,,,,,,,,21511,3.677,0.011,88.4,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,07-17-2020,47453,327,262.714,27,0,0.143,8111.148,55.894,44.906,4.615,0,0.024,1.19,,,,,,,,,,,,,21866,3.738,0.012,83.2,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,07-18-2020,47655,202,267.429,27,0,0.143,8145.676,34.528,45.712,4.615,0,0.024,1.16,,,,,,,,,,,,,22221,3.798,0.012,83.1,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,07-19-2020,47912,257,278.714,27,0,0.143,8189.605,43.929,47.641,4.615,0,0.024,1.16,,,,,,,,,,,,,22576,3.859,0.012,81,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,07-20-2020,48035,123,250.286,27,0,0.143,8210.63,21.024,42.781,4.615,0,0.024,1.17,,,,,,,,,1170049,,199.997,,22931,3.92,0.011,91.6,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,07-21-2020,48434,399,257.714,27,0,0,8278.831,68.201,44.051,4.615,0,0,1.23,,,,,,,,,,,,,22738,3.887,0.011,88.2,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,07-22-2020,48744,310,266.571,27,0,0,8331.819,52.988,45.565,4.615,0,0,1.25,,,,,,,,,,,,,22544,3.853,0.012,84.6,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,07-23-2020,49098,354,281.714,27,0,0,8392.328,60.509,48.153,4.615,0,0,1.26,,,,,,,,,,,,,22351,3.82,0.013,79.3,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,07-24-2020,49375,277,274.571,27,0,0,8439.676,47.348,46.933,4.615,0,0,1.27,,,,,,,,,,,,,22158,3.787,0.012,80.7,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,07-25-2020,49888,513,319,27,0,0,8527.363,87.687,54.527,4.615,0,0,1.3,,,,,,,,,,,,,21964,3.754,0.015,68.9,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,07-26-2020,50369,481,351,27,0,0,8609.581,82.217,59.996,4.615,0,0,1.27,,,,,,,,,,,,,21771,3.721,0.016,62,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,07-27-2020,50838,469,400.429,27,0,0,8689.747,80.166,68.445,4.615,0,0,1.22,,,,,,,,,1321094,,225.815,,21578,3.688,0.019,53.9,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,07-28-2020,51197,359,394.714,27,0,0,8751.111,61.364,67.469,4.615,0,0,1.16,,,,,,,,,,,,,21623,3.696,0.018,54.8,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,07-29-2020,51531,334,398.143,27,0,0,8808.202,57.091,68.055,4.615,0,0,1.1,,,,,,,,,,,,,21669,3.704,0.018,54.4,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,07-30-2020,51809,278,387.286,27,0,0,8855.72,47.519,66.199,4.615,0,0,1.06,,,,,,,,,,,,,21715,3.712,0.018,56.1,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,07-31-2020,52205,396,404.286,27,0,0,8923.408,67.688,69.105,4.615,0,0,1.05,,,,,,,,,,,,,21760,3.719,0.019,53.8,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,08-01-2020,52512,307,374.857,27,0,0,8975.884,52.476,64.074,4.615,0,0,1.02,,,,,,,,,,,,,21806,3.727,0.017,58.2,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,08-02-2020,52825,313,350.857,27,0,0,9029.385,53.501,59.972,4.615,0,0,1,,,,,,,,,,,,,21851,3.735,0.016,62.3,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,08-03-2020,53051,226,316.143,27,0,0,9068.015,38.63,54.038,4.615,0,0,1,,,,,,,,,1474372,,252.015,,21897,3.743,0.014,69.3,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,08-04-2020,53346,295,307,27,0,0,9118.44,50.424,52.476,4.615,0,0,1.02,,,,,,,,,,,,,21207,3.625,0.014,69.1,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,08-05-2020,54254,908,389,27,0,0,9273.644,155.205,66.492,4.615,0,0,1.05,,,,,,,,,,,,,20517,3.507,0.019,52.7,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,08-06-2020,54555,301,392.286,27,0,0,9325.094,51.45,67.053,4.615,0,0,0.92,,,,,,,,,,,,,19827,3.389,0.02,50.5,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,08-07-2020,54797,242,370.286,27,0,0,9366.459,41.365,63.293,4.615,0,0,0.81,,,,,,,,,,,,,19137,3.271,0.019,51.7,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,08-08-2020,54929,132,345.286,27,0,0,9389.022,22.563,59.02,4.615,0,0,0.71,,,,,,,,,,,,,18447,3.153,0.019,53.4,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,08-09-2020,55104,175,325.571,27,0,0,9418.935,29.913,55.65,4.615,0,0,0.64,,,,,,,,,,,,,17757,3.035,0.018,54.5,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,08-10-2020,55292,188,320.143,27,0,0,9451.07,32.135,54.722,4.615,0,0,0.59,,,,,,,,,,,,,17067,2.917,0.019,53.3,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,08-11-2020,55353,61,286.714,27,0,0,9461.497,10.427,49.008,4.615,0,0,0.53,,,,,,,,,1610906,,275.352,,17067,2.917,0.017,59.5,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,08-12-2020,55395,42,163,27,0,0,9468.676,7.179,27.862,4.615,0,0,0.5,,,,,,,,,,,,,17384,2.971,0.009,106.7,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,08-13-2020,55497,102,134.571,27,0,0,9486.11,17.435,23.002,4.615,0,0,0.5,,,,,,,,,,,,,17702,3.026,0.008,131.5,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,08-14-2020,55580,83,111.857,27,0,0,9500.298,14.187,19.12,4.615,0,0,0.5,,,,,,,,,,,,,18019,3.08,0.006,161.1,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,08-15-2020,55661,81,104.571,27,0,0,9514.143,13.845,17.874,4.615,0,0,0.51,,,,,,,,,,,,,18337,3.134,0.006,175.4,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,08-16-2020,55747,86,91.857,27,0,0,9528.843,14.7,15.701,4.615,0,0,0.53,,,,,,,,,,,,,18654,3.189,0.005,203.1,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,08-17-2020,55838,91,78,27,0,0,9544.398,15.555,13.333,4.615,0,0,0.55,,,,,,,,,,,,,18971,3.243,0.004,243.2,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,08-18-2020,55938,100,83.571,27,0,0,9561.491,17.093,14.285,4.615,0,0,0.57,,,,,,,,,1745928,,298.432,,19289,3.297,0.004,230.8,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,08-19-2020,56031,93,90.857,27,0,0,9577.387,15.897,15.53,4.615,0,0,0.58,,,,,,,,,,,,,18602,3.18,0.005,204.7,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,08-20-2020,56099,68,86,27,0,0,9589.01,11.623,14.7,4.615,0,0,0.59,,,,,,,,,,,,,17915,3.062,0.005,208.3,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,08-21-2020,56216,117,90.857,27,0,0,9609.009,19.999,15.53,4.615,0,0,0.61,,,,,,,,,,,,,17228,2.945,0.005,189.6,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,08-22-2020,56266,50,86.429,27,0,0,9617.556,8.547,14.773,4.615,0,0,0.6,,,,,,,,,,,,,16541,2.827,0.005,191.4,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,08-23-2020,56353,87,86.571,27,0,0,9632.427,14.871,14.798,4.615,0,0,0.6,,,,,,,,,,,,,15855,2.71,0.005,183.1,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,08-24-2020,56404,51,80.857,27,0,0,9641.144,8.717,13.821,4.615,0,0,0.6,,,,,,,,,1832813,,313.283,,15168,2.593,0.005,187.6,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,08-25-2020,56435,31,71,27,0,0,9646.443,5.299,12.136,4.615,0,0,0.6,,,,,,,,,,,,,17218,2.943,0.004,242.5,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,08-26-2020,56495,60,66.286,27,0,0,9656.699,10.256,11.33,4.615,0,0,0.64,,,,,,,,,,,,,19955,3.411,0.003,301,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,08-27-2020,56572,77,67.571,27,0,0,9669.86,13.162,11.55,4.615,0,0,0.67,,,,,,,,,,,,,22691,3.879,0.003,335.8,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,08-28-2020,56666,94,64.286,27,0,0,9685.928,16.067,10.988,4.615,0,0,0.68,,,,,,,,,,,,,25428,4.346,0.003,395.5,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,08-29-2020,56717,51,64.429,27,0,0,9694.645,8.717,11.013,4.615,0,0,0.66,,,,,,,,,,,,,28165,4.814,0.002,437.1,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,08-30-2020,56771,54,59.714,27,0,0,9703.875,9.23,10.207,4.615,0,0,0.64,,,,,,,,,,,,,30902,5.282,0.002,517.5,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,08-31-2020,56812,41,58.286,27,0,0,9710.884,7.008,9.963,4.615,0,0,0.63,,,,,,,,,2068284,,353.532,,33639,5.75,0.002,577.1,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,09-01-2020,56852,40,59.571,27,0,0,9717.721,6.837,10.183,4.615,0,0,0.62,,,,,,,,,,,,,33176,5.671,0.002,556.9,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,09-02-2020,56860,8,52.143,27,0,0,9719.088,1.367,8.913,4.615,0,0,0.62,,,,,,,,,,,,,32714,5.592,0.002,627.4,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,09-03-2020,56908,48,48,27,0,0,9727.293,8.205,8.205,4.615,0,0,0.67,,,,,,,,,,,,,32252,5.513,0.001,671.9,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,09-04-2020,56948,40,40.286,27,0,0,9734.13,6.837,6.886,4.615,0,0,0.7,,,,,,,,,,,,,31790,5.434,0.001,789.1,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,09-05-2020,56982,34,37.857,27,0,0,9739.942,5.812,6.471,4.615,0,0,0.73,,,,,,,,,,,,,31327,5.355,0.001,827.5,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,09-06-2020,57022,40,35.857,27,0,0,9746.779,6.837,6.129,4.615,0,0,0.77,,,,,,,,,,,,,30865,5.276,0.001,860.8,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,09-07-2020,57044,22,33.143,27,0,0,9750.539,3.76,5.665,4.615,0,0,0.82,,,,,,,,,2281104,,389.909,,30403,5.197,0.001,917.3,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,09-08-2020,57091,47,34.143,27,0,0,9758.573,8.034,5.836,4.615,0,0,0.89,,,,,,,,,,,,,29934,5.117,0.001,876.7,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,09-09-2020,57166,75,43.714,27,0,0,9771.393,12.82,7.472,4.615,0,0,0.96,,,,,,,,,,,,,29465,5.036,0.001,674,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,09-10-2020,57229,63,45.857,27,0,0,9782.161,10.769,7.838,4.615,0,0,0.98,,,,,,,,,,,,,28996,4.956,0.002,632.3,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,09-11-2020,57315,86,52.429,27,0,0,9796.861,14.7,8.962,4.615,0,0,0.96,,,,,,,,,,,,,28528,4.876,0.002,544.1,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,09-12-2020,57357,42,53.571,27,0,0,9804.041,7.179,9.157,4.615,0,0,0.9,,,,,,,,,,,,,28059,4.796,0.002,523.8,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,09-13-2020,57406,49,54.857,27,0,0,9812.416,8.376,9.377,4.615,0,0,0.84,,,,,,,,,,,,,27590,4.716,0.002,502.9,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,09-14-2020,57454,48,58.571,27,0,0,9820.621,8.205,10.012,4.615,0,0,0.78,,,,,,,,,,,,,27121,4.636,0.002,463,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,09-15-2020,57488,34,56.714,27,0,0,9826.432,5.812,9.694,4.615,0,0,0.72,,,,,,,,,2498073,,426.996,,27121,4.636,0.002,478.2,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,09-16-2020,57514,26,49.714,27,0,0,9830.877,4.444,8.498,4.615,0,0,0.66,,,,,,,,,,,,,27865,4.763,0.002,560.5,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,09-17-2020,57532,18,43.286,27,0,0,9833.953,3.077,7.399,4.615,0,0,0.61,,,,,,,,,,,,,28609,4.89,0.002,660.9,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,09-18-2020,57543,11,32.571,27,0,0,9835.834,1.88,5.567,4.615,0,0,0.58,,,,,,,,,,,,,29353,5.017,0.001,901.2,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,09-19-2020,57558,15,28.714,27,0,0,9838.398,2.564,4.908,4.615,0,0,0.58,,,,,,,,,,,,,30097,5.144,0.001,1048.2,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,09-20-2020,57576,18,24.286,27,0,0,9841.474,3.077,4.151,4.615,0,0,0.6,,,,,,,,,,,,,30841,5.272,0.001,1269.9,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,09-21-2020,57606,30,21.714,27,0,0,9846.602,5.128,3.712,4.615,0,0,0.62,,,,,,,,,2692047,,460.152,,31585,5.399,0.001,1454.6,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,09-22-2020,57627,21,19.857,27,0,0,9850.192,3.59,3.394,4.615,0,0,0.62,,,,,,,,,,,,,31660,5.412,0.001,1594.4,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,09-23-2020,57639,12,17.857,27,0,0,9852.243,2.051,3.052,4.615,0,0,0.61,,,,,,,,,,,,,30990,5.297,0.001,1735.5,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,09-24-2020,57654,15,17.429,27,0,0,9854.807,2.564,2.979,4.615,0,0,0.62,,,,,,,,,,,,,30321,5.183,0.001,1739.7,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,09-25-2020,57665,11,17.429,27,0,0,9856.687,1.88,2.979,4.615,0,0,0.64,,,,,,,,,,,,,29651,5.068,0.001,1701.2,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,09-26-2020,57685,20,18.143,27,0,0,9860.106,3.419,3.101,4.615,0,0,0.68,,,,,,,,,,,,,28982,4.954,0.001,1597.4,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,09-27-2020,57700,15,17.714,27,0,0,9862.67,2.564,3.028,4.615,0,0,0.7,,,,,,,,,,,,,28312,4.839,0.001,1598.3,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
