iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
SGP,Asia,Singapore,09-28-2020,57715,15,15.571,27,0,0,9865.234,2.564,2.662,4.615,0,0,0.73,,,,,,,,,2885545,,493.227,,27643,4.725,0.001,1775.3,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,09-29-2020,57742,27,16.429,27,0,0,9869.849,4.615,2.808,4.615,0,0,0.76,,,,,,,,,,,,,27506,4.702,0.001,1674.2,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,09-30-2020,57765,23,18,27,0,0,9873.78,3.931,3.077,4.615,0,0,0.75,,,,,,,,,,,,,27370,4.678,0.001,1520.6,samples tested,,,,,,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,10-01-2020,57784,19,18.571,27,0,0,9877.028,3.248,3.174,4.615,0,0,0.71,,,,,,,,,,,,,27234,4.655,0.001,1466.5,samples tested,,,,,,48.15,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,10-02-2020,57794,10,18.429,27,0,0,9878.737,1.709,3.15,4.615,0,0,0.66,,,,,,,,,,,,,27098,4.632,0.001,1470.4,samples tested,,,,,,48.15,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,10-03-2020,57800,6,16.429,27,0,0,9879.763,1.026,2.808,4.615,0,0,0.63,,,,,,,,,,,,,26961,4.608,0.001,1641.1,samples tested,,,,,,48.15,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,10-04-2020,57812,12,16,27,0,0,9881.814,2.051,2.735,4.615,0,0,0.62,,,,,,,,,,,,,26825,4.585,0.001,1676.6,samples tested,,,,,,48.15,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,10-05-2020,57819,7,14.857,27,0,0,9883.01,1.197,2.54,4.615,0,0,0.62,,,,,,,,,3072368,,525.16,,26689,4.562,0.001,1796.4,samples tested,,,,,,48.15,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,10-06-2020,57830,11,12.571,27,0,0,9884.891,1.88,2.149,4.615,0,0,0.63,,,,,,,,,,,,,27324,4.67,0,2173.6,samples tested,,,,,,48.15,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,10-07-2020,57840,10,10.714,27,0,0,9886.6,1.709,1.831,4.615,0,0,0.63,,,,,,,,,,,,,27958,4.779,0,2609.5,samples tested,,,,,,48.15,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,10-08-2020,57849,9,9.286,27,0,0,9888.138,1.538,1.587,4.615,0,0,0.63,,,,,,,,,,,,,28593,4.887,0,3079.2,samples tested,,,,,,48.15,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,10-09-2020,57859,10,9.286,27,0,0,9889.847,1.709,1.587,4.615,0,0,0.63,,,,,,,,,,,,,29228,4.996,0,3147.5,samples tested,,,,,,48.15,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,10-10-2020,57866,7,9.429,27,0,0,9891.044,1.197,1.612,4.615,0,0,0.62,,,,,,,,,,,,,29862,5.104,0,3167,samples tested,,,,,,48.15,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,10-11-2020,57876,10,9.143,27,0,0,9892.753,1.709,1.563,4.615,0,0,0.62,,,,,,,,,,,,,30497,5.213,0,3335.6,samples tested,,,,,,48.15,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,10-12-2020,57880,4,8.714,28,1,0.143,9893.437,0.684,1.49,4.786,0.171,0.024,0.6,,,,,,,,,3290291,,562.41,,31132,5.321,0,3572.6,samples tested,,,,,,48.15,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,10-13-2020,57884,4,7.714,28,0,0.143,9894.121,0.684,1.319,4.786,0,0.024,0.6,,,,,,,,,,,,,30684,5.245,0,3977.7,samples tested,,,,,,48.15,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,10-14-2020,57889,5,7,28,0,0.143,9894.975,0.855,1.197,4.786,0,0.024,0.62,,,,,,,,,,,,,30236,5.168,0,4319.4,samples tested,,,,,,48.15,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,10-15-2020,57892,3,6.143,28,0,0.143,9895.488,0.513,1.05,4.786,0,0.024,0.66,,,,,,,,,,,,,29788,5.092,0,4849.1,samples tested,,,,,,48.15,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,10-16-2020,57901,9,6,28,0,0.143,9897.027,1.538,1.026,4.786,0,0.024,0.72,,,,,,,,,,,,,29340,5.015,0,4890,samples tested,,,,,,48.15,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,10-17-2020,57904,3,5.429,28,0,0.143,9897.539,0.513,0.928,4.786,0,0.024,0.74,,,,,,,,,,,,,28892,4.939,0,5321.8,samples tested,,,,,,48.15,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,10-18-2020,57911,7,5,28,0,0.143,9898.736,1.197,0.855,4.786,0,0.024,0.8,,,,,,,,,,,,,28444,4.862,0,5688.8,samples tested,,,,,,48.15,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,10-19-2020,57915,4,5,28,0,0,9899.42,0.684,0.855,4.786,0,0,0.85,,,,,,,,,3486260,,595.907,,27996,4.785,0,5599.2,samples tested,,,,,,48.15,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,10-20-2020,57921,6,5.286,28,0,0,9900.445,1.026,0.903,4.786,0,0,0.93,,,,,,,,,,,,,27950,4.777,0,5287.6,samples tested,,,,,,48.15,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,10-21-2020,57933,12,6.286,28,0,0,9902.496,2.051,1.074,4.786,0,0,1.01,,,,,,,,,,,,,27905,4.77,0,4439.2,samples tested,,,,,,48.15,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,10-22-2020,57941,8,7,28,0,0,9903.864,1.367,1.197,4.786,0,0,1.02,,,,,,,,,,,,,27859,4.762,0,3979.9,samples tested,,,,,,48.15,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,10-23-2020,57951,10,7.143,28,0,0,9905.573,1.709,1.221,4.786,0,0,1.04,,,,,,,,,,,,,27814,4.754,0,3893.9,samples tested,,,,,,48.15,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,10-24-2020,57965,14,8.714,28,0,0,9907.966,2.393,1.49,4.786,0,0,1.03,,,,,,,,,,,,,27768,4.746,0,3186.6,samples tested,,,,,,48.15,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,10-25-2020,57970,5,8.429,28,0,0,9908.821,0.855,1.441,4.786,0,0,0.96,,,,,,,,,,,,,27723,4.739,0,3289,samples tested,,,,,,48.15,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,10-26-2020,57973,3,8.286,28,0,0,9909.334,0.513,1.416,4.786,0,0,0.92,,,,,,,,,3680000,,629.023,,27677,4.731,0,3340.2,samples tested,,,,,,48.15,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,10-27-2020,57980,7,8.429,28,0,0,9910.53,1.197,1.441,4.786,0,0,0.94,,,,,,,,,,,,,27786,4.749,0,3296.5,samples tested,,,,,,48.15,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,10-28-2020,57987,7,7.714,28,0,0,9911.727,1.197,1.319,4.786,0,0,0.95,,,,,,,,,,,,,27894,4.768,0,3616,samples tested,,,,,,48.15,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,10-29-2020,57994,7,7.571,28,0,0,9912.923,1.197,1.294,4.786,0,0,0.96,,,,,,,,,,,,,28002,4.786,0,3698.6,samples tested,,,,,,48.15,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,10-30-2020,58003,9,7.429,28,0,0,9914.461,1.538,1.27,4.786,0,0,0.98,,,,,,,,,,,,,28111,4.805,0,3784,samples tested,,,,,,48.15,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,10-31-2020,58015,12,7.143,28,0,0,9916.513,2.051,1.221,4.786,0,0,0.98,,,,,,,,,,,,,28219,4.823,0,3950.6,samples tested,,,,,,48.15,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,11-01-2020,58019,4,7,28,0,0,9917.196,0.684,1.197,4.786,0,0,0.92,,,,,,,,,,,,,28328,4.842,0,4046.9,samples tested,,,,,,48.15,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,11-02-2020,58020,1,6.714,28,0,0,9917.367,0.171,1.148,4.786,0,0,0.9,,,,,,,,,3879052,,663.047,,28436,4.861,0,4235.3,samples tested,,,,,,48.15,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,11-03-2020,58029,9,7,28,0,0,9918.906,1.538,1.197,4.786,0,0,0.94,,,,,,,,,,,,,28207,4.821,0,4029.6,samples tested,,,,,,48.15,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,11-04-2020,58036,7,7,28,0,0,9920.102,1.197,1.197,4.786,0,0,0.95,,,,,,,,,,,,,27979,4.782,0,3997,samples tested,,,,,,48.15,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,11-05-2020,58043,7,7,28,0,0,9921.299,1.197,1.197,4.786,0,0,0.96,,,,,,,,,,,,,27750,4.743,0,3964.3,samples tested,,,,,,48.15,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,11-06-2020,58047,4,6.286,28,0,0,9921.982,0.684,1.074,4.786,0,0,0.96,,,,,,,,,,,,,27521,4.704,0,4378.1,samples tested,,,,,,48.15,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,11-07-2020,58054,7,5.571,28,0,0,9923.179,1.197,0.952,4.786,0,0,0.99,,,,,,,,,,,,,27292,4.665,0,4898.9,samples tested,,,,,,48.15,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,11-08-2020,58056,2,5.286,28,0,0,9923.521,0.342,0.903,4.786,0,0,1.02,,,,,,,,,,,,,27064,4.626,0,5119.9,samples tested,,,,,,48.15,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,11-09-2020,58064,8,6.286,28,0,0,9924.888,1.367,1.074,4.786,0,0,1.11,,,,,,,,,4066897,,695.155,,26835,4.587,0,4269,samples tested,,,,,,48.15,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,11-10-2020,58073,9,6.286,28,0,0,9926.427,1.538,1.074,4.786,0,0,1.19,,,,,,,,,,,,,26287,4.493,0,4181.8,samples tested,,,,,,48.15,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,11-11-2020,58091,18,7.857,28,0,0,9929.503,3.077,1.343,4.786,0,0,1.24,,,,,,,,,,,,,25738,4.399,0,3275.8,samples tested,,,,,,48.15,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,11-12-2020,58102,11,8.429,28,0,0,9931.384,1.88,1.441,4.786,0,0,1.16,,,,,,,,,,,,,25190,4.306,0,2988.5,samples tested,,,,,,48.15,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,11-13-2020,58114,12,9.571,28,0,0,9933.435,2.051,1.636,4.786,0,0,1.07,,,,,,,,,,,,,24642,4.212,0,2574.7,samples tested,,,,,,48.15,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,11-14-2020,58116,2,8.857,28,0,0,9933.777,0.342,1.514,4.786,0,0,0.94,,,,,,,,,,,,,24094,4.118,0,2720.3,samples tested,,,,,,48.15,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,11-15-2020,58119,3,9,28,0,0,9934.289,0.513,1.538,4.786,0,0,0.89,,,,,,,,,,,,,23545,4.025,0,2616.1,samples tested,,,,,,48.15,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,11-16-2020,58124,5,8.571,28,0,0,9935.144,0.855,1.465,4.786,0,0,0.88,,,,,,,,,4227877,,722.672,,22997,3.931,0,2683.1,samples tested,,,,,,48.15,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,11-17-2020,58130,6,8.143,28,0,0,9936.17,1.026,1.392,4.786,0,0,0.88,,,,,,,,,,,,,24206,4.138,0,2972.6,samples tested,,,,,,48.15,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,11-18-2020,58135,5,6.286,28,0,0,9937.024,0.855,1.074,4.786,0,0,0.89,,,,,,,,,,,,,25416,4.344,0,4043.3,samples tested,,,,,,48.15,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,11-19-2020,58139,4,5.286,28,0,0,9937.708,0.684,0.903,4.786,0,0,0.91,,,,,,,,,,,,,26625,4.551,0,5036.9,samples tested,,,,,,48.15,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,11-20-2020,58143,4,4.143,28,0,0,9938.392,0.684,0.708,4.786,0,0,0.96,,,,,,,,,,,,,27834,4.758,0,6718.3,samples tested,,,,,,48.15,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,11-21-2020,58148,5,4.571,28,0,0,9939.246,0.855,0.781,4.786,0,0,1.04,,,,,,,,,,,,,29043,4.964,0,6353.8,samples tested,,,,,,48.15,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,11-22-2020,58160,12,5.857,28,0,0,9941.297,2.051,1.001,4.786,0,0,1.13,,,,,,,,,,,,,30253,5.171,0,5165.3,samples tested,,,,,,48.15,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,11-23-2020,58165,5,5.857,28,0,0,9942.152,0.855,1.001,4.786,0,0,1.15,,,,,,,,,4448110,,760.316,,31462,5.378,0,5371.7,samples tested,,,,,,48.15,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,11-24-2020,58183,18,7.571,28,0,0,9945.229,3.077,1.294,4.786,0,0,1.19,,,,,,,,,,,,,31268,5.345,0,4130,samples tested,,,,,,48.15,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,11-25-2020,58190,7,7.857,28,0,0,9946.425,1.197,1.343,4.786,0,0,1.1,,,,,,,,,,,,,31075,5.312,0,3955.1,samples tested,,,,,,48.15,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,11-26-2020,58195,5,8,28,0,0,9947.28,0.855,1.367,4.786,0,0,1.03,,,,,,,,,,,,,30881,5.278,0,3860.1,samples tested,,,,,,48.15,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,11-27-2020,58199,4,8,28,0,0,9947.964,0.684,1.367,4.786,0,0,0.99,,,,,,,,,,,,,30688,5.246,0,3836,samples tested,,,,,,48.15,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,11-28-2020,58205,6,8.143,29,1,0.143,9948.989,1.026,1.392,4.957,0.171,0.024,0.99,,,,,,,,,,,,,30494,5.212,0,3744.8,samples tested,,,,,,48.15,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,11-29-2020,58213,8,7.571,29,0,0.143,9950.357,1.367,1.294,4.957,0,0.024,1.01,,,,,,,,,,,,,30300,5.179,0,4002.1,samples tested,,,,,,48.15,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,11-30-2020,58218,5,7.571,29,0,0.143,9951.211,0.855,1.294,4.957,0,0.024,1.01,,,,,,,,,4658858,,796.339,,30107,5.146,0,3976.6,samples tested,,,,,,48.15,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,12-01-2020,58228,10,6.429,29,0,0.143,9952.921,1.709,1.099,4.957,0,0.024,1.03,,,,,,,,,,,,,29388,5.023,0,4571.2,samples tested,,,,,,48.15,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,12-02-2020,58230,2,5.714,29,0,0.143,9953.263,0.342,0.977,4.957,0,0.024,1.01,,,,,,,,,,,,,28669,4.9,0,5017.3,samples tested,,,,,,48.15,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,12-03-2020,58239,9,6.286,29,0,0.143,9954.801,1.538,1.074,4.957,0,0.024,1.07,,,,,,,,,,,,,27950,4.777,0,4446.4,samples tested,,,,,,48.15,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,12-04-2020,58242,3,6.143,29,0,0.143,9955.314,0.513,1.05,4.957,0,0.024,1.08,,,,,,,,,,,,,27230,4.654,0,4432.7,samples tested,,,,,,48.15,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,12-05-2020,58255,13,7.143,29,0,0,9957.536,2.222,1.221,4.957,0,0,1.16,,,,,,,,,,,,,26511,4.532,0,3711.5,samples tested,,,,,,48.15,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,12-06-2020,58260,5,6.714,29,0,0,9958.39,0.855,1.148,4.957,0,0,1.16,,,,,,,,,,,,,25792,4.409,0,3841.5,samples tested,,,,,,48.15,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,12-07-2020,58273,13,7.857,29,0,0,9960.613,2.222,1.343,4.957,0,0,1.2,,,,,,,,,4834370,,826.34,,25073,4.286,0,3191.2,samples tested,,,,,,48.15,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,12-08-2020,58285,12,8.143,29,0,0,9962.664,2.051,1.392,4.957,0,0,1.18,,,,,,,,,,,,,25505,4.36,0,3132.1,samples tested,,,,,,48.15,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,12-09-2020,58291,6,8.714,29,0,0,9963.689,1.026,1.49,4.957,0,0,1.13,,,,,,,,,,,,,25938,4.434,0,2976.6,samples tested,,,,,,48.15,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,12-10-2020,58297,6,8.286,29,0,0,9964.715,1.026,1.416,4.957,0,0,1.11,,,,,,,,,,,,,26370,4.507,0,3182.5,samples tested,,,,,,48.15,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,12-11-2020,58305,8,9,29,0,0,9966.082,1.367,1.538,4.957,0,0,1.13,,,,,,,,,,,,,26802,4.581,0,2978,samples tested,,,,,,48.15,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,12-12-2020,58313,8,8.286,29,0,0,9967.45,1.367,1.416,4.957,0,0,1.16,,,,,,,,,,,,,27235,4.655,0,3286.9,samples tested,,,,,,48.15,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,12-13-2020,58320,7,8.571,29,0,0,9968.646,1.197,1.465,4.957,0,0,1.19,,,,,,,,,,,,,27667,4.729,0,3228,samples tested,,,,,,48.15,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,12-14-2020,58325,5,7.429,29,0,0,9969.501,0.855,1.27,4.957,0,0,1.25,,,,,,,,,5031065,,859.961,,28099,4.803,0,3782.3,samples tested,,,,,,48.15,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,12-15-2020,58341,16,8,29,0,0,9972.236,2.735,1.367,4.957,0,0,1.37,,,,,,,,,,,,,28277,4.833,0,3534.6,samples tested,,,,,,48.15,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,12-16-2020,58353,12,8.857,29,0,0,9974.287,2.051,1.514,4.957,0,0,1.42,,,,,,,,,,,,,28455,4.864,0,3212.7,samples tested,,,,,,48.15,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,12-17-2020,58377,24,11.429,29,0,0,9978.389,4.102,1.953,4.957,0,0,1.46,,,,,,,,,,,,,28634,4.894,0,2505.4,samples tested,,,,,,48.15,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,12-18-2020,58386,9,11.571,29,0,0,9979.928,1.538,1.978,4.957,0,0,1.4,,,,,,,,,,,,,28812,4.925,0,2490,samples tested,,,,,,48.15,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,12-19-2020,58403,17,12.857,29,0,0,9982.833,2.906,2.198,4.957,0,0,1.4,,,,,,,,,,,,,28990,4.955,0,2254.8,samples tested,,,,,,48.15,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,12-20-2020,58422,19,14.571,29,0,0,9986.081,3.248,2.491,4.957,0,0,1.38,,,,,,,,,,,,,29168,4.986,0,2001.8,samples tested,,,,,,48.15,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,12-21-2020,58432,10,15.286,29,0,0,9987.79,1.709,2.613,4.957,0,0,1.34,,,,,,,,,5236487,,895.074,,29346,5.016,0.001,1919.8,samples tested,,,,,,48.15,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SGP,Asia,Singapore,12-22-2020,58461,29,17.143,29,0,0,9992.747,4.957,2.93,4.957,0,0,1.35,,,,,,,,,,,,,29028,4.962,0.001,1693.3,samples tested,,,,,,48.15,5850343,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
