,year,month,global,northern,southern,bin
585,1928,10,-0.19,-0.08,-0.29,2
586,1928,11,-0.09,0.06,-0.22,2
587,1928,12,-0.16,-0.04,-0.28,2
588,1929,1,-0.44,-0.56,-0.32,1
589,1929,2,-0.58,-0.79,-0.36,1
590,1929,3,-0.32,-0.19,-0.46,1
591,1929,4,-0.41,-0.35,-0.46,1
592,1929,5,-0.38,-0.27,-0.48,1
593,1929,6,-0.43,-0.39,-0.46,1
594,1929,7,-0.36,-0.35,-0.38,1
595,1929,8,-0.32,-0.19,-0.43,1
596,1929,9,-0.25,-0.2,-0.29,2
597,1929,10,-0.14,-0.01,-0.26,2
598,1929,11,-0.1,-0.02,-0.18,2
599,1929,12,-0.54,-0.65,-0.4,1
600,1930,1,-0.29,-0.11,-0.46,2
601,1930,2,-0.26,-0.19,-0.34,2
602,1930,3,-0.1,0.11,-0.32,2
603,1930,4,-0.25,-0.15,-0.33,2
604,1930,5,-0.24,-0.2,-0.28,2
605,1930,6,-0.22,-0.11,-0.31,2
606,1930,7,-0.21,-0.03,-0.37,2
607,1930,8,-0.15,0.02,-0.3,2
608,1930,9,-0.15,-0.02,-0.28,2
609,1930,10,-0.12,0.02,-0.23,2
610,1930,11,0.18,0.45,-0.07,3
611,1930,12,-0.05,0.08,-0.16,2
612,1931,1,-0.1,0.01,-0.18,2
613,1931,2,-0.21,-0.23,-0.15,2
614,1931,3,-0.1,-0.06,-0.12,2
615,1931,4,-0.23,-0.2,-0.23,2
616,1931,5,-0.19,-0.14,-0.22,2
617,1931,6,-0.08,0.15,-0.28,2
618,1931,7,-0.03,0.08,-0.14,2
619,1931,8,-0.04,0.09,-0.16,2
620,1931,9,-0.07,0.17,-0.29,2
621,1931,10,0.05,0.36,-0.25,3
622,1931,11,-0.05,0.26,-0.35,2
623,1931,12,-0.05,0.1,-0.2,2
624,1932,1,0.15,0.39,-0.09,3
625,1932,2,-0.17,-0.18,-0.15,2
626,1932,3,-0.18,-0.2,-0.16,2
627,1932,4,-0.06,0.1,-0.21,2
628,1932,5,-0.17,-0.09,-0.25,2
629,1932,6,-0.29,-0.14,-0.42,2
630,1932,7,-0.25,-0.14,-0.34,2
631,1932,8,-0.22,-0.08,-0.35,2
632,1932,9,-0.11,0.1,-0.31,2
633,1932,10,-0.09,0.14,-0.31,2
634,1932,11,-0.27,-0.32,-0.21,2
635,1932,12,-0.26,-0.21,-0.3,2
636,1933,1,-0.23,-0.18,-0.27,2
637,1933,2,-0.29,-0.3,-0.28,2
638,1933,3,-0.3,-0.31,-0.27,2
639,1933,4,-0.24,-0.17,-0.31,2
640,1933,5,-0.29,-0.26,-0.32,2
641,1933,6,-0.34,-0.31,-0.36,1
642,1933,7,-0.21,-0.13,-0.3,2
643,1933,8,-0.24,-0.14,-0.33,2
644,1933,9,-0.29,-0.28,-0.31,2
645,1933,10,-0.25,-0.17,-0.33,2
646,1933,11,-0.31,-0.24,-0.38,1
647,1933,12,-0.44,-0.55,-0.35,1
648,1934,1,-0.21,-0.15,-0.29,2
649,1934,2,-0.02,0.33,-0.4,2
650,1934,3,-0.29,-0.27,-0.33,2
651,1934,4,-0.3,-0.29,-0.32,2
652,1934,5,-0.09,0.08,-0.27,2
653,1934,6,-0.14,-0.01,-0.27,2
654,1934,7,-0.1,-0.03,-0.16,2
655,1934,8,-0.12,-0.1,-0.13,2
656,1934,9,-0.15,-0.14,-0.16,2
657,1934,10,-0.07,0.13,-0.26,2
658,1934,11,0.04,0.27,-0.2,3
659,1934,12,-0.02,0.18,-0.22,2
660,1935,1,-0.33,-0.39,-0.26,1
661,1935,2,0.14,0.56,-0.3,3
662,1935,3,-0.14,0.03,-0.32,2
663,1935,4,-0.36,-0.35,-0.38,1
664,1935,5,-0.29,-0.29,-0.29,2
665,1935,6,-0.27,-0.15,-0.38,2
666,1935,7,-0.21,-0.04,-0.37,2
667,1935,8,-0.21,-0.07,-0.36,2
668,1935,9,-0.21,-0.06,-0.35,2
669,1935,10,-0.06,0.12,-0.21,2
670,1935,11,-0.26,-0.32,-0.18,2
671,1935,12,-0.17,-0.17,-0.16,2
672,1936,1,-0.27,-0.29,-0.25,2
673,1936,2,-0.38,-0.5,-0.24,1
674,1936,3,-0.21,-0.13,-0.29,2
675,1936,4,-0.2,-0.06,-0.33,2
676,1936,5,-0.16,-0.01,-0.32,2
677,1936,6,-0.21,0.04,-0.47,2
678,1936,7,-0.1,0.09,-0.28,2
679,1936,8,-0.13,0.03,-0.28,2
680,1936,9,-0.09,0.07,-0.24,2
681,1936,10,-0.03,0.07,-0.12,2
682,1936,11,0.01,0.15,-0.12,3
683,1936,12,-0.01,0.15,-0.17,2
684,1937,1,-0.07,0.09,-0.23,2
685,1937,2,0.03,0.24,-0.18,3
686,1937,3,-0.2,-0.23,-0.17,2
687,1937,4,-0.15,-0.07,-0.24,2
688,1937,5,-0.05,0.12,-0.22,2
689,1937,6,-0.05,0.14,-0.23,2
690,1937,7,-0.03,0.14,-0.2,2
691,1937,8,0.02,0.15,-0.11,3
692,1937,9,0.09,0.29,-0.1,3
693,1937,10,0.09,0.33,-0.15,3
694,1937,11,0.08,0.25,-0.07,3
695,1937,12,-0.07,0.0,-0.13,2
696,1938,1,0.08,0.35,-0.19,3
697,1938,2,0.03,0.28,-0.21,3
698,1938,3,0.09,0.34,-0.16,3
699,1938,4,0.06,0.31,-0.2,3
700,1938,5,-0.09,0.03,-0.23,2
701,1938,6,-0.17,-0.07,-0.28,2
702,1938,7,-0.09,-0.03,-0.18,2
703,1938,8,-0.05,0.08,-0.21,2
704,1938,9,0.0,0.15,-0.16,3
705,1938,10,0.15,0.32,-0.05,3
706,1938,11,0.08,0.31,-0.17,3
707,1938,12,-0.12,-0.13,-0.13,2
708,1939,1,-0.05,0.03,-0.15,2
709,1939,2,-0.07,-0.01,-0.14,2
710,1939,3,-0.18,-0.24,-0.13,2
711,1939,4,-0.09,-0.07,-0.13,2
712,1939,5,-0.04,0.01,-0.1,2
713,1939,6,-0.07,0.0,-0.13,2
714,1939,7,-0.06,0.05,-0.15,2
715,1939,8,-0.06,0.08,-0.19,2
716,1939,9,-0.07,0.13,-0.27,2
717,1939,10,-0.04,0.08,-0.15,2
718,1939,11,0.07,0.24,-0.1,3
719,1939,12,0.44,0.79,0.1,4
720,1940,1,0.0,-0.1,0.12,3
721,1940,2,0.08,0.14,0.04,3
722,1940,3,0.09,0.03,0.17,3
723,1940,4,0.17,0.28,0.08,3
724,1940,5,0.11,0.16,0.07,3
725,1940,6,0.11,0.16,0.07,3
726,1940,7,0.12,0.15,0.09,3
727,1940,8,0.07,0.07,0.08,3
728,1940,9,0.15,0.27,0.07,3
729,1940,10,0.11,0.29,-0.03,3
730,1940,11,0.17,0.3,0.06,3
731,1940,12,0.32,0.36,0.29,4
732,1941,1,0.18,0.18,0.2,3
733,1941,2,0.31,0.47,0.17,4
734,1941,3,0.1,0.12,0.1,3
735,1941,4,0.16,0.12,0.22,3
736,1941,5,0.17,0.24,0.14,3
737,1941,6,0.13,0.21,0.08,3
738,1941,7,0.22,0.25,0.21,3
739,1941,8,0.15,0.19,0.13,3
740,1941,9,0.02,0.1,-0.03,3
741,1941,10,0.35,0.5,0.22,4
742,1941,11,0.22,0.18,0.29,3
743,1941,12,0.21,0.19,0.25,3
744,1942,1,0.29,0.4,0.18,3
745,1942,2,0.02,-0.09,0.13,3
746,1942,3,0.05,-0.01,0.11,3
747,1942,4,0.09,0.09,0.1,3
748,1942,5,0.11,0.16,0.06,3
749,1942,6,0.05,0.1,0.0,3
750,1942,7,0.0,0.0,0.0,3
751,1942,8,-0.04,-0.08,0.0,2
752,1942,9,-0.03,0.11,-0.17,2
753,1942,10,0.01,0.28,-0.26,3
754,1942,11,0.1,0.26,-0.09,3
755,1942,12,0.13,0.27,-0.04,3
756,1943,1,-0.01,-0.1,0.07,2
757,1943,2,0.17,0.38,-0.05,3
758,1943,3,-0.04,0.0,-0.08,2
759,1943,4,0.11,0.31,-0.11,3
760,1943,5,0.07,0.23,-0.1,3
761,1943,6,-0.05,-0.07,-0.04,2
762,1943,7,0.08,-0.02,0.18,3
763,1943,8,0.01,0.1,-0.08,3
764,1943,9,0.05,0.14,-0.04,3
765,1943,10,0.23,0.46,-0.01,3
766,1943,11,0.2,0.36,0.03,3
767,1943,12,0.24,0.37,0.08,3
768,1944,1,0.36,0.62,0.08,4
769,1944,2,0.24,0.43,0.04,3
770,1944,3,0.26,0.31,0.21,3
771,1944,4,0.19,0.18,0.21,3
772,1944,5,0.19,0.23,0.14,3
773,1944,6,0.15,0.17,0.16,3
774,1944,7,0.18,0.14,0.23,3
775,1944,8,0.18,0.16,0.22,3
776,1944,9,0.28,0.35,0.2,3
777,1944,10,0.26,0.44,0.08,3
778,1944,11,0.11,0.19,0.03,3
779,1944,12,0.04,-0.01,0.09,3
780,1945,1,0.1,0.11,0.1,3
781,1945,2,0.0,-0.06,0.08,3
782,1945,3,0.06,0.09,0.03,3
783,1945,4,0.19,0.29,0.09,3
784,1945,5,0.06,0.08,0.05,3
785,1945,6,0.0,0.08,-0.05,3
786,1945,7,0.03,0.06,0.02,3
787,1945,8,0.26,0.28,0.24,3
788,1945,9,0.2,0.2,0.21,3
789,1945,10,0.18,0.24,0.13,3
790,1945,11,0.07,0.09,0.07,3
791,1945,12,-0.07,-0.21,0.09,2
792,1946,1,0.15,0.34,-0.03,3
793,1946,2,0.02,0.09,-0.03,3
794,1946,3,0.01,0.12,-0.09,3
795,1946,4,0.05,0.31,-0.2,3
796,1946,5,-0.07,0.03,-0.17,2
797,1946,6,-0.21,-0.05,-0.38,2
798,1946,7,-0.12,-0.04,-0.21,2
799,1946,8,-0.2,-0.1,-0.31,2
800,1946,9,-0.08,-0.04,-0.12,2
801,1946,10,-0.08,0.02,-0.17,2
802,1946,11,-0.05,0.07,-0.18,2
803,1946,12,-0.31,-0.45,-0.15,1
804,1947,1,-0.07,-0.04,-0.08,2
805,1947,2,-0.08,-0.04,-0.12,2
806,1947,3,0.06,0.28,-0.16,3
807,1947,4,0.06,0.23,-0.11,3
808,1947,5,-0.02,0.06,-0.09,2
809,1947,6,-0.02,0.0,-0.03,2
810,1947,7,-0.04,-0.03,-0.05,2
811,1947,8,-0.07,-0.04,-0.1,2
812,1947,9,-0.12,-0.01,-0.24,2
813,1947,10,0.07,0.41,-0.27,3
814,1947,11,0.03,0.19,-0.15,3
815,1947,12,-0.13,-0.05,-0.22,2
816,1948,1,0.06,0.3,-0.18,3
817,1948,2,-0.15,-0.15,-0.14,2
818,1948,3,-0.24,-0.28,-0.21,2
819,1948,4,-0.12,-0.03,-0.2,2
820,1948,5,-0.01,0.17,-0.17,2
821,1948,6,-0.05,0.04,-0.15,2
822,1948,7,-0.11,0.01,-0.23,2
823,1948,8,-0.12,0.03,-0.26,2
824,1948,9,-0.14,-0.03,-0.26,2
825,1948,10,-0.05,0.08,-0.18,2
826,1948,11,-0.12,0.04,-0.28,2
827,1948,12,-0.23,-0.39,-0.08,2
828,1949,1,0.07,0.23,-0.1,3
829,1949,2,-0.14,-0.09,-0.19,2
830,1949,3,-0.02,0.04,-0.08,2
831,1949,4,-0.11,-0.03,-0.19,2
832,1949,5,-0.1,0.01,-0.2,2
833,1949,6,-0.27,-0.2,-0.34,2
834,1949,7,-0.13,-0.11,-0.15,2
835,1949,8,-0.13,-0.04,-0.21,2
836,1949,9,-0.14,-0.1,-0.19,2
837,1949,10,-0.06,0.07,-0.2,2
838,1949,11,-0.1,0.05,-0.25,2
839,1949,12,-0.18,-0.14,-0.22,2
840,1950,1,-0.26,-0.29,-0.23,2
841,1950,2,-0.27,-0.27,-0.27,2
842,1950,3,-0.08,0.06,-0.22,2
843,1950,4,-0.21,-0.22,-0.2,2
844,1950,5,-0.11,-0.04,-0.19,2
845,1950,6,-0.05,-0.06,-0.05,2
846,1950,7,-0.09,-0.18,-0.01,2
847,1950,8,-0.16,-0.2,-0.12,2
848,1950,9,-0.11,-0.09,-0.15,2
849,1950,10,-0.2,-0.06,-0.35,2
850,1950,11,-0.34,-0.33,-0.35,1
851,1950,12,-0.21,-0.13,-0.32,2
852,1951,1,-0.34,-0.36,-0.33,1
853,1951,2,-0.41,-0.52,-0.32,1
854,1951,3,-0.2,-0.18,-0.22,2
855,1951,4,-0.14,0.06,-0.35,2
856,1951,5,0.0,0.17,-0.18,3
857,1951,6,-0.07,-0.02,-0.11,2
858,1951,7,-0.01,0.08,-0.09,2
859,1951,8,0.06,0.22,-0.1,3
860,1951,9,0.05,0.34,-0.21,3
861,1951,10,0.08,0.29,-0.11,3
862,1951,11,-0.01,0.08,-0.08,2
863,1951,12,0.16,0.38,-0.06,3
864,1952,1,0.12,0.17,0.07,3
865,1952,2,0.11,0.17,0.06,3
866,1952,3,-0.08,-0.22,0.07,2
867,1952,4,0.03,0.17,-0.1,3
868,1952,5,-0.03,0.15,-0.19,2
869,1952,6,-0.03,0.16,-0.21,2
870,1952,7,0.04,0.14,-0.05,3
871,1952,8,0.05,0.07,0.02,3
872,1952,9,0.07,0.14,0.0,3
873,1952,10,0.0,-0.01,0.01,3
874,1952,11,-0.13,-0.21,-0.05,2
875,1952,12,-0.02,0.01,-0.04,2
876,1953,1,0.07,0.24,-0.08,3
877,1953,2,0.15,0.37,-0.07,3
878,1953,3,0.11,0.25,-0.03,3
879,1953,4,0.19,0.41,-0.01,3
880,1953,5,0.11,0.24,-0.01,3
881,1953,6,0.12,0.25,-0.01,3
882,1953,7,0.01,0.21,-0.19,3
883,1953,8,0.05,0.18,-0.07,3
884,1953,9,0.04,0.17,-0.08,3
885,1953,10,0.08,0.27,-0.1,3
886,1953,11,-0.03,0.08,-0.12,2
887,1953,12,0.05,0.22,-0.12,3
888,1954,1,-0.24,-0.24,-0.23,2
889,1954,2,-0.1,0.0,-0.19,2
890,1954,3,-0.15,-0.16,-0.12,2
891,1954,4,-0.14,-0.01,-0.27,2
892,1954,5,-0.2,-0.07,-0.33,2
893,1954,6,-0.18,-0.04,-0.33,2
894,1954,7,-0.19,-0.11,-0.28,2
895,1954,8,-0.17,-0.01,-0.34,2
896,1954,9,-0.1,0.09,-0.29,2
897,1954,10,-0.02,0.13,-0.18,2
898,1954,11,0.08,0.34,-0.2,3
899,1954,12,-0.18,-0.11,-0.26,2
900,1955,1,0.13,0.42,-0.17,3
901,1955,2,-0.16,-0.13,-0.19,2
902,1955,3,-0.32,-0.43,-0.22,1
903,1955,4,-0.22,-0.24,-0.21,2
904,1955,5,-0.2,-0.13,-0.29,2
905,1955,6,-0.14,-0.1,-0.19,2
906,1955,7,-0.11,-0.05,-0.19,2
907,1955,8,0.02,0.06,-0.05,3
908,1955,9,-0.11,-0.02,-0.22,2
909,1955,10,-0.05,0.12,-0.24,2
910,1955,11,-0.25,-0.34,-0.19,2
911,1955,12,-0.28,-0.29,-0.29,2
912,1956,1,-0.12,-0.04,-0.22,2
913,1956,2,-0.24,-0.32,-0.17,2
914,1956,3,-0.21,-0.23,-0.19,2
915,1956,4,-0.27,-0.26,-0.29,2
916,1956,5,-0.29,-0.3,-0.29,2
917,1956,6,-0.16,-0.2,-0.13,2
918,1956,7,-0.09,-0.2,0.0,2
919,1956,8,-0.26,-0.28,-0.24,2
920,1956,9,-0.19,-0.32,-0.07,2
921,1956,10,-0.23,-0.28,-0.19,2
922,1956,11,-0.15,-0.26,-0.05,2
923,1956,12,-0.06,-0.1,-0.03,2
924,1957,1,-0.09,-0.14,-0.04,2
925,1957,2,-0.03,-0.06,-0.01,2
926,1957,3,-0.05,-0.1,0.0,2
927,1957,4,0.0,-0.1,0.09,3
928,1957,5,0.09,-0.06,0.23,3
929,1957,6,0.15,0.12,0.19,3
930,1957,7,0.02,0.11,-0.06,3
931,1957,8,0.15,0.16,0.14,3
932,1957,9,0.09,0.12,0.05,3
933,1957,10,0.01,0.06,-0.03,3
934,1957,11,0.08,0.12,0.04,3
935,1957,12,0.15,0.24,0.07,3
936,1958,1,0.39,0.68,0.1,4
937,1958,2,0.22,0.28,0.16,3
938,1958,3,0.08,0.16,0.01,3
939,1958,4,0.01,0.02,0.01,3
940,1958,5,0.06,0.12,0.0,3
941,1958,6,-0.09,0.04,-0.2,2
942,1958,7,0.05,0.04,0.06,3
943,1958,8,-0.05,0.13,-0.21,2
944,1958,9,-0.02,0.07,-0.11,2
945,1958,10,0.04,0.08,0.01,3
946,1958,11,0.02,0.03,0.02,3
947,1958,12,0.01,0.18,-0.15,3
948,1959,1,0.08,0.24,-0.08,3
949,1959,2,0.07,0.16,-0.02,3
950,1959,3,0.18,0.33,0.03,3
951,1959,4,0.16,0.22,0.09,3
952,1959,5,0.04,0.04,0.05,3
953,1959,6,0.03,0.14,-0.07,3
954,1959,7,0.03,0.05,0.02,3
955,1959,8,-0.01,0.09,-0.11,2
956,1959,9,-0.06,0.13,-0.25,2
957,1959,10,-0.07,-0.04,-0.1,2
958,1959,11,-0.08,0.02,-0.17,2
959,1959,12,-0.01,0.1,-0.1,2
960,1960,1,0.0,0.15,-0.15,3
961,1960,2,0.13,0.42,-0.15,3
962,1960,3,-0.35,-0.4,-0.29,1
963,1960,4,-0.15,-0.13,-0.17,2
964,1960,5,-0.08,0.03,-0.18,2
965,1960,6,-0.04,0.19,-0.26,2
966,1960,7,-0.04,0.09,-0.16,2
967,1960,8,0.02,0.11,-0.07,3
968,1960,9,0.07,0.12,0.02,3
969,1960,10,0.06,0.05,0.06,3
970,1960,11,-0.11,-0.08,-0.14,2
971,1960,12,0.19,0.39,-0.02,3
972,1961,1,0.07,0.17,-0.03,3
973,1961,2,0.19,0.29,0.08,3
974,1961,3,0.09,0.22,-0.03,3
975,1961,4,0.13,0.14,0.12,3
976,1961,5,0.12,0.07,0.17,3
977,1961,6,0.11,0.18,0.05,3
978,1961,7,0.01,0.06,-0.04,3
979,1961,8,0.01,0.05,-0.03,3
980,1961,9,0.09,-0.02,0.19,3
981,1961,10,0.0,-0.04,0.04,3
982,1961,11,0.03,0.08,-0.01,3
983,1961,12,-0.16,-0.17,-0.16,2
984,1962,1,0.05,0.28,-0.17,3
985,1962,2,0.15,0.36,-0.07,3
986,1962,3,0.1,0.3,-0.09,3
987,1962,4,0.05,0.22,-0.13,3
988,1962,5,-0.06,0.02,-0.15,2
989,1962,6,0.03,-0.13,0.19,3
990,1962,7,0.02,0.1,-0.06,3
991,1962,8,-0.01,0.04,-0.06,2
992,1962,9,0.0,-0.02,0.03,3
993,1962,10,0.01,0.13,-0.1,3
994,1962,11,0.06,0.12,0.0,3
995,1962,12,-0.03,0.1,-0.15,2
996,1963,1,-0.03,0.07,-0.14,2
997,1963,2,0.18,0.5,-0.14,3
998,1963,3,-0.14,-0.11,-0.16,2
999,1963,4,-0.07,0.04,-0.19,2
1000,1963,5,-0.06,-0.05,-0.07,2
1001,1963,6,0.05,-0.04,0.13,3
1002,1963,7,0.06,0.1,0.02,3
1003,1963,8,0.22,0.14,0.3,3
1004,1963,9,0.18,0.13,0.22,3
1005,1963,10,0.14,0.42,-0.12,3
1006,1963,11,0.15,0.43,-0.12,3
1007,1963,12,-0.03,0.02,-0.08,2
1008,1964,1,-0.09,-0.05,-0.13,2
1009,1964,2,-0.1,-0.03,-0.17,2
1010,1964,3,-0.21,-0.32,-0.1,2
1011,1964,4,-0.32,-0.3,-0.33,1
1012,1964,5,-0.25,-0.1,-0.4,2
1013,1964,6,-0.04,-0.09,0.01,2
1014,1964,7,-0.04,-0.13,0.04,2
1015,1964,8,-0.22,-0.23,-0.21,2
1016,1964,9,-0.3,-0.28,-0.31,2
1017,1964,10,-0.32,-0.31,-0.32,1
1018,1964,11,-0.21,-0.22,-0.21,2
1019,1964,12,-0.3,-0.27,-0.33,2
1020,1965,1,-0.08,-0.02,-0.15,2
1021,1965,2,-0.17,-0.37,0.02,2
1022,1965,3,-0.13,-0.1,-0.16,2
1023,1965,4,-0.19,-0.26,-0.12,2
1024,1965,5,-0.12,-0.13,-0.1,2
1025,1965,6,-0.08,-0.2,0.04,2
1026,1965,7,-0.13,-0.18,-0.08,2
1027,1965,8,-0.04,-0.2,0.12,2
1028,1965,9,-0.15,-0.2,-0.1,2
1029,1965,10,-0.05,-0.02,-0.08,2
1030,1965,11,-0.06,0.05,-0.15,2
1031,1965,12,-0.08,-0.08,-0.07,2
1032,1966,1,-0.19,-0.25,-0.13,2
1033,1966,2,-0.04,0.03,-0.12,2
1034,1966,3,0.04,0.0,0.08,3
1035,1966,4,-0.13,-0.22,-0.04,2
1036,1966,5,-0.12,-0.05,-0.19,2
1037,1966,6,0.01,0.06,-0.04,3
1038,1966,7,0.08,0.11,0.06,3
1039,1966,8,-0.09,0.14,-0.3,2
1040,1966,9,-0.03,0.06,-0.12,2
1041,1966,10,-0.16,-0.1,-0.23,2
1042,1966,11,-0.01,0.02,-0.03,2
1043,1966,12,-0.02,-0.03,-0.02,2
1044,1967,1,-0.07,-0.17,0.03,2
1045,1967,2,-0.21,-0.37,-0.04,2
1046,1967,3,0.05,0.23,-0.14,3
1047,1967,4,-0.05,0.05,-0.15,2
1048,1967,5,0.12,0.21,0.04,3
1049,1967,6,-0.08,-0.06,-0.1,2
1050,1967,7,0.02,0.05,-0.01,3
1051,1967,8,0.01,0.06,-0.06,3
1052,1967,9,-0.06,-0.03,-0.1,2
1053,1967,10,0.09,0.29,-0.12,3
1054,1967,11,-0.05,0.04,-0.14,2
1055,1967,12,-0.05,0.02,-0.13,2
1056,1968,1,-0.26,-0.29,-0.24,2
1057,1968,2,-0.14,-0.16,-0.13,2
1058,1968,3,0.2,0.44,-0.05,3
1059,1968,4,-0.06,0.0,-0.12,2
1060,1968,5,-0.14,-0.06,-0.23,2
1061,1968,6,-0.09,-0.04,-0.14,2
1062,1968,7,-0.13,-0.08,-0.17,2
1063,1968,8,-0.09,-0.08,-0.09,2
1064,1968,9,-0.19,-0.04,-0.32,2
1065,1968,10,0.09,0.0,0.18,3
1066,1968,11,-0.05,-0.22,0.12,2
1067,1968,12,-0.15,-0.33,0.05,2
1068,1969,1,-0.11,-0.43,0.22,2
1069,1969,2,-0.17,-0.45,0.12,2
1070,1969,3,0.01,-0.2,0.22,3
1071,1969,4,0.17,0.03,0.31,3
1072,1969,5,0.18,0.11,0.26,3
1073,1969,6,0.03,-0.04,0.12,3
1074,1969,7,-0.04,0.06,-0.13,2
1075,1969,8,0.04,0.05,0.03,3
1076,1969,9,0.09,0.04,0.14,3
1077,1969,10,0.1,0.03,0.17,3
1078,1969,11,0.12,0.15,0.1,3
1079,1969,12,0.24,0.31,0.19,3
1080,1970,1,0.08,-0.02,0.2,3
1081,1970,2,0.22,0.28,0.17,3
1082,1970,3,0.06,-0.07,0.19,3
1083,1970,4,0.05,-0.02,0.13,3
1084,1970,5,-0.04,0.0,-0.06,2
1085,1970,6,-0.03,0.02,-0.06,2
1086,1970,7,0.01,-0.04,0.07,3
1087,1970,8,-0.1,-0.05,-0.15,2
1088,1970,9,0.12,-0.05,0.27,3
1089,1970,10,0.03,-0.2,0.25,3
1090,1970,11,0.02,0.01,0.02,3
1091,1970,12,-0.12,-0.31,0.06,2
1092,1971,1,-0.02,-0.14,0.09,2
1093,1971,2,-0.16,-0.21,-0.11,2
1094,1971,3,-0.18,-0.28,-0.08,2
1095,1971,4,-0.07,-0.2,0.06,2
1096,1971,5,-0.05,-0.12,0.01,2
1097,1971,6,-0.17,-0.14,-0.2,2
1098,1971,7,-0.08,-0.13,-0.03,2
1099,1971,8,-0.01,-0.16,0.13,2
1100,1971,9,-0.06,-0.14,0.02,2
1101,1971,10,-0.04,-0.16,0.06,2
1102,1971,11,-0.07,-0.02,-0.14,2
1103,1971,12,-0.08,-0.13,-0.04,2
1104,1972,1,-0.22,-0.54,0.09,2
1105,1972,2,-0.18,-0.52,0.17,2
1106,1972,3,0.02,0.01,0.04,3
1107,1972,4,0.0,-0.11,0.12,3
1108,1972,5,-0.03,-0.15,0.09,2
1109,1972,6,0.04,-0.1,0.18,3
1110,1972,7,0.01,-0.05,0.08,3
1111,1972,8,0.16,-0.09,0.4,3
1112,1972,9,0.02,-0.26,0.3,3
1113,1972,10,0.08,-0.04,0.21,3
1114,1972,11,0.02,-0.2,0.25,3
1115,1972,12,0.18,-0.05,0.42,3
1116,1973,1,0.29,0.15,0.43,3
1117,1973,2,0.32,0.44,0.21,4
1118,1973,3,0.29,0.32,0.26,3
1119,1973,4,0.27,0.19,0.36,3
1120,1973,5,0.22,0.09,0.36,3
1121,1973,6,0.19,0.16,0.21,3
1122,1973,7,0.13,0.04,0.21,3
1123,1973,8,0.05,0.03,0.08,3
1124,1973,9,0.09,-0.08,0.26,3
1125,1973,10,0.1,-0.07,0.27,3
1126,1973,11,0.05,-0.09,0.18,3
1127,1973,12,-0.07,-0.04,-0.1,2
1128,1974,1,-0.1,-0.25,0.05,2
1129,1974,2,-0.27,-0.35,-0.18,2
1130,1974,3,-0.05,0.02,-0.14,2
1131,1974,4,-0.11,-0.1,-0.14,2
1132,1974,5,-0.04,-0.19,0.11,2
1133,1974,6,-0.05,-0.18,0.08,2
1134,1974,7,-0.03,-0.12,0.06,2
1135,1974,8,0.11,-0.11,0.31,3
1136,1974,9,-0.08,-0.16,0.01,2
1137,1974,10,-0.05,-0.23,0.11,2
1138,1974,11,-0.07,-0.2,0.05,2
1139,1974,12,-0.08,-0.27,0.09,2
1140,1975,1,0.1,0.16,0.03,3
1141,1975,2,0.08,0.09,0.06,3
1142,1975,3,0.12,0.1,0.14,3
1143,1975,4,0.04,0.05,0.02,3
1144,1975,5,0.16,-0.02,0.32,3
1145,1975,6,-0.01,-0.08,0.05,2
1146,1975,7,-0.01,-0.06,0.04,2
1147,1975,8,-0.17,-0.13,-0.2,2
1148,1975,9,-0.03,-0.08,0.02,2
1149,1975,10,-0.11,-0.18,-0.06,2
1150,1975,11,-0.17,-0.3,-0.05,2
1151,1975,12,-0.17,-0.22,-0.13,2
1152,1976,1,-0.03,0.05,-0.12,2
1153,1976,2,-0.06,-0.12,-0.01,2
1154,1976,3,-0.21,-0.31,-0.12,2
1155,1976,4,-0.07,0.02,-0.17,2
1156,1976,5,-0.21,-0.26,-0.16,2
1157,1976,6,-0.12,-0.2,-0.05,2
1158,1976,7,-0.1,-0.26,0.07,2
1159,1976,8,-0.12,-0.21,-0.03,2
1160,1976,9,-0.06,-0.12,-0.01,2
1161,1976,10,-0.24,-0.51,0.03,2
1162,1976,11,-0.06,-0.31,0.21,2
1163,1976,12,0.11,-0.25,0.47,3
1164,1977,1,0.18,-0.16,0.53,3
1165,1977,2,0.23,0.11,0.34,3
1166,1977,3,0.25,0.27,0.22,3
1167,1977,4,0.26,0.25,0.27,3
1168,1977,5,0.33,0.23,0.42,4
1169,1977,6,0.27,0.23,0.31,3
1170,1977,7,0.2,0.09,0.32,3
1171,1977,8,0.18,0.02,0.33,3
1172,1977,9,0.02,0.13,-0.08,3
1173,1977,10,0.03,-0.02,0.09,3
1174,1977,11,0.16,0.28,0.06,3
1175,1977,12,0.03,0.02,0.04,3
1176,1978,1,0.06,0.16,-0.03,3
1177,1978,2,0.1,0.04,0.16,3
1178,1978,3,0.19,0.21,0.17,3
1179,1978,4,0.17,0.07,0.26,3
1180,1978,5,0.09,-0.06,0.24,3
1181,1978,6,-0.01,-0.14,0.11,2
1182,1978,7,0.04,-0.07,0.16,3
1183,1978,8,-0.13,-0.14,-0.12,2
1184,1978,9,0.06,-0.01,0.12,3
1185,1978,10,0.03,0.0,0.06,3
1186,1978,11,0.14,0.16,0.11,3
1187,1978,12,0.08,0.02,0.14,3
1188,1979,1,0.08,-0.05,0.22,3
1189,1979,2,-0.1,-0.35,0.16,2
1190,1979,3,0.19,0.18,0.2,3
1191,1979,4,0.15,-0.17,0.47,3
